[NX Daemon Server] - 2024-12-02T06:18:14.470Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:18:14.477Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:18:14.486Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.492Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.523Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.533Z - [REQUEST]: Responding to the client. Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.536Z - Done responding to the client Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Handled FORCE_SHUTDOWN. Handling time: 1. Response time: 4.
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (sources)
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (outputs)
[NX Daemon Server] - 2024-12-02T06:22:19.252Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:22:19.264Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:22:19.269Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.272Z - Established a connection. Number of open connections: 2
[NX Daemon Server] - 2024-12-02T06:22:19.277Z - Closed a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.282Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.119Z - Time taken for 'loadNxPlugins' 762.2035999894142ms
[NX Daemon Server] - 2024-12-02T06:22:20.994Z - Time taken for 'build-project-configs' 799.1624000072479ms
[NX Daemon Server] - 2024-12-02T06:22:21.190Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:25:21.743Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:24.632Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:27.072Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:36.114Z - [WATCHER]: packages/core/admin/vite.config.mjs.timestamp-1733120735964-5fa622ca041e8.mjs was modified
[NX Daemon Server] - 2024-12-02T06:25:36.126Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:36.371Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:25:36.372Z - [REQUEST]: packages/core/admin/vite.config.mjs.timestamp-1733120735964-5fa622ca041e8.mjs
[NX Daemon Server] - 2024-12-02T06:25:36.372Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:25:36.666Z - Time taken for 'hash changed files from watcher' 94.09779995679855ms
[NX Daemon Server] - 2024-12-02T06:25:38.928Z - Time taken for 'build-project-configs' 731.8569999933243ms
[NX Daemon Server] - 2024-12-02T06:25:40.899Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:25:40.921Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T06:25:40.923Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T06:25:40.924Z - Time taken for 'total execution time for createProjectGraph()' 3201.481800019741ms
[NX Daemon Server] - 2024-12-02T06:25:46.815Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:46.982Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.083Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.110Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.178Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.309Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.349Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.445Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.738Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.802Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.870Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:47.968Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:48.081Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:48.166Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:48.222Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:48.362Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:48.587Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:48.649Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:50.759Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:51.610Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:51.946Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:52.003Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:52.286Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:25:52.287Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:25:52.287Z - Handled RECORD_OUTPUTS_HASH. Handling time: 12. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:25:52.394Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:53.045Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:25:53.317Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:25:53.317Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:25:53.317Z - Handled RECORD_OUTPUTS_HASH. Handling time: 29. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:26:10.028Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:10.728Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:10.780Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:10.948Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:10.948Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:10.948Z - Handled RECORD_OUTPUTS_HASH. Handling time: 8. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:26:11.279Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:12.032Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:12.095Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:12.233Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:12.233Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:12.233Z - Handled RECORD_OUTPUTS_HASH. Handling time: 7. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:26:17.878Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:17.880Z - [WATCHER]: packages/core/admin/vite.config.mjs.timestamp-1733120735964-5fa622ca041e8.mjs was deleted
[NX Daemon Server] - 2024-12-02T06:26:18.093Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:26:18.093Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:26:18.093Z - [REQUEST]: packages/core/admin/vite.config.mjs.timestamp-1733120735964-5fa622ca041e8.mjs
[NX Daemon Server] - 2024-12-02T06:26:18.130Z - Time taken for 'hash changed files from watcher' 10.378000020980835ms
[NX Daemon Server] - 2024-12-02T06:26:18.365Z - Time taken for 'build-project-configs' 143.76499998569489ms
[NX Daemon Server] - 2024-12-02T06:26:18.815Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:26:18.820Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T06:26:18.821Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T06:26:18.822Z - Time taken for 'total execution time for createProjectGraph()' 320.83020001649857ms
[NX Daemon Server] - 2024-12-02T06:26:30.237Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:31.137Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:31.203Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:31.326Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:31.327Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:31.327Z - Handled RECORD_OUTPUTS_HASH. Handling time: 9. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:26:33.393Z - [WATCHER]: .github/actions/check-pr-status/dist/index.js was modified
[NX Daemon Server] - 2024-12-02T06:26:33.394Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:26:33.619Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:33.619Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:26:33.619Z - Handled RECORD_OUTPUTS_HASH. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:26:33.812Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:26:33.812Z - [REQUEST]: .github/actions/check-pr-status/dist/index.js
[NX Daemon Server] - 2024-12-02T06:26:33.812Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:26:33.861Z - Time taken for 'hash changed files from watcher' 14.96619999408722ms
[NX Daemon Server] - 2024-12-02T06:26:34.113Z - Time taken for 'build-project-configs' 169.34659999608994ms
[NX Daemon Server] - 2024-12-02T06:26:34.359Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:26:34.364Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T06:26:34.364Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T06:26:34.368Z - Time taken for 'total execution time for createProjectGraph()' 196.08170002698898ms
[NX Daemon Server] - 2024-12-02T06:27:05.002Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.089Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.168Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.208Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.270Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.332Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.475Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.566Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.618Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.700Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.792Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:05.935Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:06.002Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:06.069Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.274Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.407Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.498Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.534Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.593Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.664Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.723Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.797Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:07.882Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.024Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.095Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.195Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.312Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.323Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.438Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.503Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.553Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.620Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.693Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.850Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:08.964Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:09.009Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.243Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.409Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.508Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.533Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.621Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.729Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.909Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:10.980Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.079Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.158Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.228Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.355Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.409Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.477Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.670Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.728Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.804Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.877Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:11.972Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:12.033Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:12.095Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:12.802Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:12.803Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:12.803Z - Handled RECORD_OUTPUTS_HASH. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:27:24.938Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:25.081Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.249Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.364Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.445Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.720Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.720Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.826Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:28.938Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:29.018Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:29.122Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:29.190Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:29.237Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:29.329Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:30.117Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:30.159Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:31.663Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:32.537Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:32.731Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:32.731Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:32.731Z - Handled RECORD_OUTPUTS_HASH. Handling time: 21. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:27:34.619Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:34.766Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:34.865Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:34.962Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:35.184Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:35.287Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:35.352Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:35.442Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:35.776Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:35.942Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:37.461Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:38.584Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:38.827Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:38.827Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:38.827Z - Handled RECORD_OUTPUTS_HASH. Handling time: 29. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:27:49.495Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:49.591Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.228Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.302Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.414Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.643Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.790Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.873Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:50.936Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.069Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.138Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.372Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.490Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.577Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.842Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:51.941Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.010Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.224Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.344Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.441Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.470Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.572Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.676Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.870Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:52.956Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.060Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.138Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.274Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.363Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.446Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.535Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.573Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.633Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.882Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.922Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:53.991Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.041Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.115Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.193Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.265Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.342Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.459Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.510Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.625Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:54.936Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:55.112Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:56.031Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:56.590Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:56.659Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:56.718Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:56.836Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:57.008Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:57.008Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:57.008Z - Handled RECORD_OUTPUTS_HASH. Handling time: 19. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:27:57.344Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:58.005Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:27:58.217Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:58.217Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:27:58.217Z - Handled RECORD_OUTPUTS_HASH. Handling time: 12. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:28:01.509Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:01.641Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:01.738Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:01.817Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:01.940Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:01.941Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.054Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.182Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.228Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.381Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.431Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.511Z - [WATCHER]: Processing file changes in outputs
